Plate_ID,Well,Sample,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Index_Set,Index_Well,Index_Name,Plate_Barcode,FA_Well
BP9735_FULL.1,O23,FULL,sample,1.0,dim,,,PE17,H12,PE17_H12,XUPVQ-6,H9
BP9735_FULL.1,P23,FULL,sample,1.0,dim,,,PE18,H12,PE18_H12,XUPVQ-6,H10
BP9735_FULL.1,A24,FULL,neg_cntrl,0.0,empty,,,PE19,A12,PE19_A12,XUPVQ-6,A11
BP9735_FULL.1,B24,FULL,neg_cntrl,0.0,empty,,,PE20,A12,PE20_A12,XUPVQ-6,G11
BP9735_FULL.1,C24,FULL,neg_cntrl,0.0,empty,,,PE19,B12,PE19_B12,XUPVQ-6,B11
BP9735_FULL.1,D24,FULL,neg_cntrl,0.0,empty,,,PE20,B12,PE20_B12,XUPVQ-6,H11
BP9735_FULL.1,E24,FULL,neg_cntrl,0.0,empty,,,PE19,C12,PE19_C12,XUPVQ-6,C11
BP9735_FULL.1,F24,FULL,neg_cntrl,0.0,empty,,,PE20,C12,PE20_C12,XUPVQ-6,A12
BP9735_FULL.1,G24,FULL,neg_cntrl,0.0,empty,,,PE19,D12,PE19_D12,XUPVQ-6,D11
BP9735_FULL.1,H24,FULL,neg_cntrl,0.0,empty,,,PE20,D12,PE20_D12,XUPVQ-6,B12
BP9735_FULL.1,I24,FULL,pos_cntrl,,Ecoli_DNA,,,PE19,E12,PE19_E12,XUPVQ-6,E11
BP9735_FULL.1,J24,FULL,pos_cntrl,,Ecoli_DNA,,,PE20,E12,PE20_E12,XUPVQ-6,C12
BP9735_FULL.1,K24,FULL,pos_cntrl,,Ecoli_DNA,,,PE19,F12,PE19_F12,XUPVQ-6,F11
BP9735_FULL.1,L24,FULL,pos_cntrl,,Ecoli_DNA,,,PE20,F12,PE20_F12,XUPVQ-6,D12
BP9735_FULL.1,M24,FULL,unused,,,,,,,,XUPVQ-6,
BP9735_FULL.1,N24,FULL,unused,,,,,,,,XUPVQ-6,
BP9735_FULL.1,O24,FULL,unused,,,,,,,,XUPVQ-6,
BP9735_FULL.1,P24,FULL,unused,,,,,,,,XUPVQ-6,
